PMX Bone Weight
0.3879274,7.449336,-0.4596514,-0.9164482,-0.3811451,0.1218639,左足D,左ひざD,左ひざD,下半身,0.5451591,0.352697,0.1021439,0,False,0,0,0,0,0,0,0,0,0
0.4168164,7.443079,-0.2395189,-0.8091035,-0.2536651,0.5300996,左足D,左ひざD,左ひざD,下半身,0.6634674,0.2776642,0.05886841,0,False,0,0,0,0,0,0,0,0,0
0.3844345,7.538812,-0.2626022,-0.9433664,-0.1413926,0.3001128,左足D,左ひざD,左ひざD,下半身,0.6959136,0.2421339,0.06195258,0,False,0,0,0,0,0,0,0,0,0
0.3452973,7.538813,-0.4620936,-0.9762823,-0.2146233,0.02845116,左足D,左ひざD,左ひざD,下半身,0.6938125,0.2233768,0.08281071,0,False,0,0,0,0,0,0,0,0,0
0.5218751,7.70352,-0.07349229,-0.5373052,-0.3086242,0.7848912,左足D,左ひざD,,,0.8854658,0.1145342,0,0,False,0,0,0,0,0,0,0,0,0
0.4898054,7.797805,-0.06028118,-0.7847463,-0.08861165,0.6134501,左足D,左ひざD,,,0.9154498,0.0845502,0,0,False,0,0,0,0,0,0,0,0,0
0.5965862,7.802918,0.01640875,-0.3870993,-0.3227961,0.8636878,左足D,左ひざD,,,0.9115434,0.08845657,0,0,False,0,0,0,0,0,0,0,0,0
0.5782078,7.903407,0.0467228,-0.6272003,-0.122253,0.7692034,左足D,左ひざD,,,0.9611658,0.03883421,0,0,False,0,0,0,0,0,0,0,0,0
0.6901869,7.906441,0.08778314,-0.1909774,-0.3021087,0.9339474,左足D,左ひざD,,,0.9692378,0.0307622,0,0,False,0,0,0,0,0,0,0,0,0
0.6811646,7.98609,0.111651,-0.2964571,-0.1997228,0.9339292,左足D,左ひざD,,,0.9747616,0.02523839,0,0,False,0,0,0,0,0,0,0,0,0
0.8743306,7.945137,0.1220988,0.02510387,-0.6433683,0.765145,左足D,左ひざD,,,0.9567712,0.04322881,0,0,False,0,0,0,0,0,0,0,0,0
0.8801766,8.024786,0.1479046,-0.05988842,-0.1901066,0.9799351,左足D,左ひざD,,,0.9606775,0.0393225,0,0,False,0,0,0,0,0,0,0,0,0
1.051109,7.90644,0.08778272,0.008665808,-0.6537858,0.7566299,左足D,左ひざD,,,0.9354848,0.06451517,0,0,False,0,0,0,0,0,0,0,0,0
