PMX Bone Weight
4.619379,13.67317,0.5583549,0.05514072,0.3351901,0.9405355,zxz_1_6,zxz_1_5,,,0.6719061,0.3280939,0,0,False,0,0,0,0,0,0,0,0,0
4.700786,13.61551,0.5741298,-0.04409741,0.3425585,0.938461,zxz_1_6,zxz_1_5,,,0.6412882,0.3587118,0,0,False,0,0,0,0,0,0,0,0,0
4.525803,13.64105,0.5736032,0.006229712,0.2113628,0.9773878,zxz_1_5,zxz_1_6,,,0.5382516,0.4617484,0,0,False,0,0,0,0,0,0,0,0,0
4.293075,13.66917,0.5577219,-0.08329877,0.1265798,0.9884528,zxz_0_5,zxz_0_6,,,0.8656344,0.1343656,0,0,False,0,0,0,0,0,0,0,0,0
4.56503,13.48613,0.6040787,-0.1242218,0.1498633,0.9808719,zxz_1_5,zxz_1_6,,,0.8518516,0.1481484,0,0,False,0,0,0,0,0,0,0,0,0
4.199173,13.65235,0.5517495,-0.1518969,0.01365292,0.9883021,zxz_0_5,zxz_0_6,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
4.134634,13.59323,0.5381445,-0.2420108,-0.1012215,0.9649792,zxz_0_5,zxz_0_4,,,0.7511659,0.2488341,0,0,False,0,0,0,0,0,0,0,0,0
4.465564,13.35465,0.5921631,-0.2351359,-0.02010977,0.9717544,zxz_1_5,zxz_1_4,,,0.6475783,0.3524217,0,0,False,0,0,0,0,0,0,0,0,0
4.118057,13.49023,0.5173919,-0.2771704,-0.1463389,0.9496112,zxz_0_4,zxz_0_5,,,0.6470649,0.3529351,0,0,False,0,0,0,0,0,0,0,0,0
4.429543,13.6436,0.5714673,-0.05867106,0.1537941,0.9863596,zxz_1_5,zxz_1_6,,,0.6605458,0.3394542,0,0,False,0,0,0,0,0,0,0,0,0
4.367074,13.23723,0.553809,-0.3415802,-0.1904592,0.9203523,zxz_1_4,zxz_1_5,,,0.834758,0.165242,0,0,False,0,0,0,0,0,0,0,0,0
4.173183,13.30133,0.4885077,-0.3890325,-0.2798521,0.8776882,zxz_1_4,zxz_1_3,,,0.9796252,0.02037483,0,0,False,0,0,0,0,0,0,0,0,0
